CARDHLDR,DEFAULT,AGE,ACADMOS,ADEPCNT,MAJORDRG,MINORDRG,OWNRENT,INCOME,SELFEMPL,INCPER,EXP_INC,SPENDING
1,0,26.166666,20,0,1,1,0,2375,0,28500,0.1718421,408.1249833
1,1,25.666666,24,0,0,0,0,2250,0,27000,0.0852437,191.7983294
1,0,57.0833321,300,0,0,0,0,2083.333333,0,28125,0.0377308,78.6059226
1,0,43.3333321,216,4,0,0,1,3166.666667,0,11600,0.2235316,707.8499372
1,0,21,17,0,0,0,0,1500,0,18000,0.0245133,36.7700011
1,0,27.166666,6,0,0,0,0,2333.333333,0,28000,0.32219,751.7767052
1,0,28.25,29,0,0,0,0,2500,0,30000,0.317357,793.3925092
1,0,24.666666,216,1,0,0,0,1285.416667,0,8962.5,0.1085339,139.5112699
1,0,45.4166679,240,3,1,1,1,5166.666667,0,21250,0.0908202,469.2378963
0,0,53.25,264,0,2,1,1,3658.333333,0,43900,0.0002733, 
1,0,32.6666679,61,0,0,0,0,3750,0,45000,0.1769782,663.6683084
1,0,54,4,0,1,0,0,1666.666667,0,20000,0.0707425,117.9041589
1,0,46.0833321,300,1,0,0,1,3000,0,18000,0.0505942,151.7824978
1,0,28.833334,48,0,0,0,1,3500,0,42000,0.0081067,28.3733332
0,0,33.9166679,120,3,1,0,1,2000,0,14750,0.0002034, 
1,0,27.166666,14,2,0,0,1,1750,0,7000,0.2796024,489.3041626
1,0,41.5833321,201,2,0,1,1,2916.666667,0,12916.66699,0.5764444,1681.29613
0,0,44.25,54,0,1,0,1,1333.333333,0,33000,0.0003636, 
1,0,35.5833321,21,3,0,0,1,8333.25,0,24999.75,0.0747749,623.1182962
1,0,26.5,36,0,0,0,1,2083.333333,0,25000,0.04714,98.2083303
1,0,23.333334,30,0,0,0,0,1500,0,18000,0.1437478,215.6216651
1,0,48.5,216,1,3,3,1,2000,0,12000,0.0819687,163.9374942
0,0,24.083334,16,0,0,0,0,1499.916667,0,17999,0.0006667, 
0,0,39,36,3,0,0,0,1833.333333,1,5500,0.0005455, 
0,0,22.583334,51,1,0,0,0,1016,0,10096,0.0005943, 
0,0,33.3333321,84,3,2,0,0,988,0,10464,0.0002867, 
0,0,19.5,192,0,0,0,0,4333.333333,0,52000,0.0002308, 
1,0,53.9166679,224,0,0,0,0,1950,0,23400,0.0720974,140.5899994
1,0,37.4166679,30,1,0,0,0,1666.666667,0,10000,0.0495475,82.579162
1,0,20.333334,14,2,0,0,0,2083.333333,0,9000,0.1039315,216.5239149
1,0,26.833334,101,0,0,3,1,2583.333333,0,41000,0.0102588,26.5018504
1,0,35.1666679,74,0,0,0,0,3466.666667,0,41600,0.0404248,140.1391695
1,0,50.0833321,190,1,0,0,1,4383.333333,0,26300,0.0407445,178.5966689
1,0,30.416666,10,3,0,0,0,3750,0,11250,0.0502558,188.4591719
1,0,31.333334,18,0,0,0,0,2916.666667,0,35000,0.0127086,37.0666649
1,0,22.75,28,1,0,0,0,1750,0,10500,0.0487795,85.3641685
1,0,30.666666,6,0,0,0,0,5166.666667,0,72000,0.1959433,1012.373927
1,0,41.3333321,42,1,1,1,0,2182.916667,0,13097.5,0.2049891,447.4741673
1,0,21.916666,6,0,0,0,0,1750,0,21000,0.1206548,211.1458331
1,0,45.5,72,1,1,0,0,2000,0,12000,0.0399167,79.8333362
1,0,31.333334,33,0,0,0,0,2666.666667,0,32000,0.1351953,360.5208397
1,0,20.75,96,0,0,0,0,1750,0,21000,0.0450167,78.7791638
1,1,27.083334,38,0,0,0,0,3750,0,55000,0.0071093,26.6597728
0,0,37.25,36,1,0,0,0,1295.666667,0,7774,0.0007718, 
1,0,21.916666,27,0,0,0,0,1416.666667,0,17000,0.1778141,251.9033452
0,0,32.5,20,1,0,0,0,1919.666667,0,11518,0.0005209, 
1,1,27,38,0,0,1,0,2250,0,37400,0.0368717,82.9612277
0,0,27.166666,168,1,3,4,1,2208.333333,0,16925,0.0003545, 
0,0,23.25,36,4,0,0,0,2250,0,5600,0.0004286, 
1,0,38.8333321,24,2,0,1,0,2191.666667,0,13766.66699,0.1556123,341.0503993
0,0,22.833334,124,0,0,0,0,2333.333333,0,28000,0.0004286, 
0,0,39.3333321,62,2,5,0,0,2500,0,11666.66699,0.0003429, 
0,0,22.083334,60,0,0,1,0,1250,0,15000,0.0008, 
0,0,40.9166679,36,0,0,0,0,2833.333333,0,34000,0.0003529, 
1,0,23.333334,168,0,0,0,0,1750,0,21000,0.0384676,67.3183342
1,0,40.75,171,2,2,2,1,2583.333333,0,18666.66602,0.0606073,156.568914
1,0,25.583334,60,0,0,0,0,3333.333333,0,52000,0.1232004,410.667931
1,0,41.5833321,36,2,0,0,0,3183.333333,0,12733.33301,0.1451636,462.1041603
1,0,52.4166679,96,1,0,0,0,2000,1,12000,0.0692846,138.5691762
0,0,21.166666,141,1,7,2,0,1208.333333,0,9500,0.0006316, 
1,0,42.5,72,1,0,0,1,2916.666667,1,17500,0.2337289,681.7091629
0,0,38,189,3,3,3,1,2416.666667,0,7250,0.0004138, 
1,1,44.8333321,108,0,0,0,1,3400,0,57000,0.0394063,133.9814693
1,0,29.916666,18,1,0,0,0,2083.333333,0,12500,0.1267216,264.0033451
1,1,31.75,54,1,0,0,0,2000,0,12000,0.1869583,373.9166558
1,0,33,107,2,0,0,0,1800,0,7200,0.1220768,219.738324
0,0,47.9166679,2,1,9,0,0,1750,0,10500,0.0005714, 
1,0,36,180,1,0,0,0,2500,0,15000,0.121849,304.6225011
1,0,21.416666,192,0,0,0,0,1333.333333,0,16000,0.2893312,385.7749701
0,0,39.5,103,0,1,0,0,1416.666667,0,17000,0.0007059, 
0,0,38.9166679,36,4,1,0,0,4166.666667,0,10000,0.00024, 
1,0,39.4166679,120,0,0,2,0,2916.666667,0,39800,0.052803,154.0087893
1,1,56.5833321,72,0,0,0,0,1250,0,16000,0.0977512,122.1890561
1,0,22.083334,8,0,0,0,0,2416.666667,0,29000,0.224421,542.3508448
1,0,39.8333321,24,1,1,0,0,2916.666667,0,17500,0.0661217,192.8549943
1,0,24.833334,133,0,0,0,0,2083.333333,0,25000,0.1203588,250.747505
0,0,21.166666,144,0,1,0,0,1416.666667,0,22200,0.0005405, 
0,0,23.5,129,0,2,0,1,2166.666667,1,61000,0.0001967, 
0,0,46.3333321,25,1,3,0,0,1858.333333,0,11150,0.0005381, 
0,0,20.333334,51,2,0,0,0,1250,0,5000,0.0008, 
0,0,20.416666,84,0,0,0,0,1317.5,0,15810,0.000759, 
0,0,48.75,53,0,1,0,1,1916.666667,0,32000,0.000375, 
1,0,42.0833321,84,1,0,0,0,2083.333333,0,13400,0.1430284,297.9757575
1,0,24.5,156,0,0,0,1,2083.333333,0,33600,0.0775595,161.5823402
1,0,24.25,162,0,0,1,1,1833.333333,0,25000,0.0941656,172.6369212
1,0,23.75,16,0,0,0,0,2250,0,53500,0.0537471,120.9309809
1,0,32.3333321,60,4,0,0,0,3500,1,12600,0.088766,310.6811084
1,0,19.916666,72,0,0,0,0,2083.333333,0,25000,0.1379768,287.4516572
1,0,28.5,31,0,0,0,0,2166.666667,0,26000,0.0465888,100.9424987
1,1,38.75,252,0,0,0,1,1583.333333,0,19000,0.0697895,110.5000048
0,0,27.583334,6,1,3,1,0,1385.833333,0,8315,0.0007216, 
0,0,46.5,30,4,0,0,0,2166.666667,0,5200,0.0004615, 
1,0,33.1666679,38,0,1,2,1,2083.333333,0,41407,0.0392658,81.8038049
1,0,48.4166679,38,1,0,0,0,2333.333333,0,16400,0.048671,113.5657529
1,1,29.75,180,0,1,1,0,1666,0,19992,0.0220088,36.6666654
1,0,24.25,43,0,0,0,0,1333.333333,0,16000,0.04509,60.1200014
1,0,47.5,63,0,0,0,0,2500,0,30000,0.0649353,162.3383351
1,0,39,42,1,0,0,0,1516.666667,0,10200,0.0963167,146.0802759
1,0,50.1666679,60,2,0,0,1,1827.416667,0,13809.66699,0.0157129,28.7140257
0,0,28.083334,18,1,0,0,0,1931.333333,0,11588,0.0005178, 
1,0,22.5,30,0,0,0,0,3333.333333,0,40000,0.061413,204.7100042
1,1,27.916666,9,1,0,0,0,1916.666667,0,11500,0.1676765,321.380003
1,1,28.75,48,3,0,0,1,2500,0,7500,0.0611317,152.8291591
1,1,29.833334,20,0,1,1,1,2583.333333,0,31000,0.0466452,120.4999986
1,0,23.333334,13,0,0,0,0,1908.916667,0,26107,0.221603,423.0217002
1,0,40.25,123,2,0,0,1,2500,1,10000,0.0904897,226.2241766
0,0,66.4166641,162,3,0,0,1,2458.333333,0,7375,0.0004068, 
1,0,33.3333321,30,0,0,0,0,2500,0,30000,0.0050767,12.6916671
1,0,22.833334,119,0,0,0,0,1666.666667,0,20000,0.013467,22.4449998
1,0,37.0833321,48,1,0,0,1,1916.666667,0,11500,0.0186861,35.8150016
1,0,34,33,1,0,0,0,1333.333333,0,8000,0.0920656,122.7541665
1,0,21,28,0,0,0,0,1750,0,21000,0.265811,465.1691914
1,0,44.1666679,48,0,0,1,0,2333.333333,0,28000,0.0247711,57.7991636
0,0,29.75,32,0,0,0,0,1040,0,22560,0.0005319, 
1,0,26.25,36,0,0,0,0,1625,0,19500,0.0226795,36.8541668
1,0,39.9166679,98,1,0,0,1,2500,0,16500,0.004697,11.7424247
1,0,49.25,8,0,0,0,0,1500,0,18000,0.0817256,122.588329
1,0,32.25,76,1,0,0,0,1733.333333,0,13000,0.0787904,136.5699947
0,0,25.916666,86,1,1,0,0,2225,0,14200,0.0004225, 
1,1,54.9166679,72,0,0,1,0,3137.333333,0,37648,0.0003187,1
1,0,43.5833321,18,1,0,0,0,1251.333333,0,8158,0.1498143,187.4675997
1,0,24.25,14,1,1,1,0,3200,0,25245,0.0737346,235.9507322
1,0,28.25,48,0,1,0,0,2708.333333,0,32500,0.0383652,103.9058312
0,0,47.3333321,12,4,0,1,0,2375,0,6100,0.0003934, 
1,0,23.416666,3,0,0,0,0,2000,0,24000,0.3210479,642.0958042
1,0,21.666666,42,1,0,0,0,1500,0,10200,0.1527216,229.0823534
1,1,28.916666,12,0,0,0,0,2541.666667,0,30500,0.0889312,226.0333414
1,0,28.916666,24,2,0,1,0,1750,0,7000,0.1384924,242.3616834
1,0,29.75,2,2,0,0,0,2666.666667,0,11333.33301,0.031985,85.2933327
0,0,28.333334,74,2,1,0,0,1610.333333,0,6441.333496,0.000621, 
0,0,41.8333321,120,2,0,0,0,1334.916667,1,5339.666504,0.0007491, 
1,1,22.833334,18,0,0,0,0,1250,0,20000,0.116857,146.0712496
1,0,47.1666679,217,3,0,0,1,3041.666667,0,13125,0.0251147,76.3904445
1,0,48.5833321,200,1,0,1,1,1666.666667,1,14200,0.0091602,15.2670188
0,0,23.833334,15,0,2,1,0,1541.666667,0,18500,0.0006486, 
1,0,23.166666,12,0,0,0,1,2083.333333,0,25000,0.229822,478.7958227
0,0,46.9166679,42,0,0,0,0,1541.666667,0,18500,0.0006486, 
1,0,26.833334,45,0,0,0,0,2916.666667,0,35000,0.2019451,589.0066611
1,0,21.333334,19,0,0,0,0,1516.666667,0,18200,0.0595709,90.3491661
1,0,26.916666,42,2,0,0,1,3166.666667,0,15066.66699,0.0055752,17.6548666
1,0,31.583334,14,0,0,0,0,2500,0,30000,0.0183967,45.9916657
1,0,31.666666,84,0,1,0,1,2166.666667,0,27000,0.1191989,258.2642585
1,0,33.4166679,36,0,0,0,0,1885,0,22620,0.1262401,237.9625126
1,0,42.6666679,145,2,0,0,0,1480,0,5920,0.061987,91.7408338
1,1,34.5833321,102,0,0,0,0,1500,0,18000,0.2166417,324.9624968
0,0,23.25,12,1,0,0,0,1250,0,9000,0.0006667, 
0,0,44.5833321,60,0,1,0,0,1500,1,18000,0.0006667, 
1,0,37.3333321,4,1,0,1,0,2250,0,13500,0.3205481,721.2333307
1,1,45.25,174,0,0,0,0,1462.5,0,17550,0.1295356,189.4458376
1,0,23.166666,27,0,0,0,0,2388.333333,0,28660,0.0159805,38.1666647
1,0,22.5,73,0,0,0,0,1416.666667,0,17000,0.1518759,215.1575014
1,0,38.1666679,27,4,0,0,0,1333.333333,0,3200,0.0307375,40.9833292
1,0,45.8333321,252,2,0,0,0,3333.333333,0,20000,0.0680788,226.9294361
1,0,19.916666,4,1,0,0,0,1541.666667,0,9250,0.0321622,49.5833353
1,0,31.416666,72,0,0,0,0,2800,0,35600,0.0332062,92.9773033
1,0,24.916666,17,0,0,2,0,2833.333333,0,34000,0.1063297,301.2674885
1,0,37.75,60,1,0,0,0,1375,0,8250,0.0647806,89.0733255
1,0,37.9166679,60,1,0,0,0,1875,0,11250,0.1482262,277.9241558
1,0,29.583334,39,2,0,0,0,1625,0,14100,0.0383151,62.2620839
1,0,28.25,90,1,0,0,0,2125,0,12750,0.2395941,509.1374982
1,0,22.083334,156,0,0,0,0,1250,0,15000,0.0288947,36.1183332
1,0,20.583334,180,0,0,0,0,1333.333333,0,21000,0.0842557,112.3409569
1,0,47.4166679,288,1,0,2,1,2500,1,24600,0.0448939,112.2347545
1,0,23.916666,218,0,0,0,0,1666.666667,0,23000,0.0491504,81.917389
1,0,43.9166679,120,1,0,0,1,2916.666667,0,18750,0.0131021,38.2145541
1,0,64.25,312,0,0,0,1,1833.333333,0,22000,0.1878395,344.3724861
1,0,37.4166679,60,3,0,1,1,6283.333333,0,18850,0.0653491,410.6100038
1,0,30.25,39,1,0,0,1,2416.666667,0,14500,0.0213448,51.5833331
1,0,23.583334,30,0,0,1,0,2916.666667,0,35000,0.0003429,1
1,0,36.0833321,64,3,0,0,1,4333.333333,0,13000,0.0762194,330.2841733
1,0,24.666666,14,1,0,0,1,1633.333333,0,9800,0.2101515,343.2474881
1,0,25.75,13,0,0,1,1,3750,0,45000,0.0302769,113.5383267
0,0,22.75,6,0,0,0,0,1250,0,15000,0.0008, 
1,0,26.416666,30,0,0,0,0,3250,0,39000,0.0144687,47.0233345
1,0,26.916666,13,0,0,0,0,2333.333333,0,28000,0.2873386,670.4566975
1,0,34.5833321,64,3,2,3,1,3333.333333,0,11500,0.5440283,1813.427607
1,0,31.333334,73,0,0,0,1,2936.333333,0,35236,0.050571,148.4933409
1,0,41.9166679,48,5,0,0,1,6250,0,12500,0.0330445,206.5283246
0,0,25.833334,63,0,0,0,1,4286.5,0,51438,0.0002333, 
1,0,37.0833321,12,0,0,0,0,4333.333333,0,52000,0.0591585,256.3533398
1,0,38.25,57,3,1,0,1,5000,0,15000,0.0765923,382.9616681
1,0,40.1666679,16,3,0,0,1,4333.333333,0,13625,0.0480141,208.0612319
1,0,54.4166679,147,3,0,0,1,7500,0,22500,0.0628298,471.223332
1,0,35.25,10,2,0,0,0,5000,0,20000,0.4582348,2291.174084
1,0,35.5,19,4,0,0,1,6250,0,15000,0.0205616,128.509989
1,0,44.5,4,2,0,0,0,7500,0,30000,0.2599927,1949.944943
1,0,42.5,75,2,0,0,1,6375,0,25500,0.0948918,604.9349969
1,0,37.0833321,18,0,0,1,1,5458.333333,0,73000,0.0267081,145.7816108
1,0,44.9166679,192,3,0,0,1,8333.25,1,24999.75,0.0747363,622.7966827
1,0,41.5833321,18,1,0,0,1,3333.333333,1,30000,0.0171582,57.1938852
1,0,23,196,0,0,0,1,2000,0,24000,0.0529387,105.8774963
1,0,54.6666679,288,0,0,1,1,1500,0,18000,0.0902961,135.444168
1,0,51.25,87,0,0,0,1,4166.666667,0,50000,0.0244916,102.0483362
1,0,25.916666,120,0,0,2,0,1666.666667,0,20000,0.3164795,527.4658402
0,0,31.083334,48,4,0,0,1,1250,0,3000,0.0008, 
1,1,29.916666,36,1,0,0,1,1666.666667,0,10000,0.0006,1
1,0,43.25,63,3,0,0,1,5083.333333,0,15250,0.0728197,370.1666687
1,0,29.083334,28,0,0,0,1,2000,0,24000,0.1386992,277.3983181
1,0,20.166666,27,1,0,1,0,1750,0,10500,0.1538495,269.2366727
1,0,26.416666,300,0,0,0,0,3458.333333,0,52500,0.197731,683.8198739
1,0,26.416666,30,1,0,2,0,2166.666667,0,13000,0.1312431,284.3600065
1,0,37.3333321,24,0,0,1,0,2916.666667,0,40000,0.1117405,325.9097909
1,1,23.083334,60,3,0,0,0,960,0,5130,0.1037568,99.6065497
1,0,24.833334,24,0,0,0,0,1960,0,23520,0.0185238,36.3066648
0,0,48.75,75,0,0,0,1,2375,0,34500,0.0003478, 
0,0,28.833334,36,1,0,0,0,1755,0,10530,0.0005698, 
1,0,30,24,2,0,0,0,2166.666667,0,8666.666992,0.1329223,287.9983311
1,1,38.5833321,84,1,1,0,0,2296.666667,0,13780,0.5299615,1217.144972
1,0,46.1666679,12,3,0,0,0,2500,0,11625,0.0554897,138.7241855
1,0,31.75,44,2,0,0,0,3666.666667,0,14666.66699,0.0966945,354.5466612
1,0,23.75,18,3,0,0,0,2500,0,7500,0.016826,42.0650002
1,0,27.75,65,0,0,0,0,3750,0,45000,0.0014667,5.5000001
1,0,19.666666,219,0,0,0,1,1250,0,15000,0.1384487,173.0608381
1,0,50.3333321,36,0,0,0,0,1750,1,21000,0.1182086,206.8649884
1,0,37.0833321,50,2,0,0,0,3283.333333,0,13883.33301,0.1025155,336.5925218
1,0,41.4166679,84,0,0,0,1,4400,0,52800,0.0361867,159.2216715
1,0,23.25,9,0,0,0,0,2500,0,30000,0.127062,317.6549822
1,1,22.833334,46,0,0,0,0,1536.333333,0,18436,0.0398064,61.1558355
1,0,33.8333321,24,0,0,0,0,2000,0,29000,0.0225059,45.0117253
1,0,52.5833321,7,0,0,0,0,2500,0,42000,0.224805,562.0124936
1,0,47.25,42,0,0,0,1,2600,0,32100,0.0726324,188.8442457
1,0,33.0833321,36,1,0,0,0,2500,0,30000,0.0459032,114.7579215
1,0,21.666666,144,0,0,0,1,1958.333333,0,23500,0.1171481,229.4150026
1,0,34.5833321,4,0,0,0,0,3333.333333,0,40000,0.1753052,584.3508244
1,0,35.5,24,1,0,0,0,2916.666667,0,17500,0.0571614,166.7208318
1,0,24.666666,14,1,0,0,0,1584.25,0,9505.5,0.1280201,202.8158321
1,0,27.916666,12,0,0,3,0,2333.333333,0,28000,0.0707,164.9666776
1,0,45.8333321,168,3,1,0,1,5000,0,15000,0.0479917,239.9583347
1,0,39.1666679,324,0,0,0,0,2500,0,30000,0.112968,282.4199945
1,0,23.25,13,0,0,0,0,2916.666667,0,35000,0.0736906,214.9308318
1,0,33.75,24,2,1,0,1,4166.666667,0,23333.33398,0.1369434,570.5976238
1,0,27.583334,168,0,0,0,0,2166.666667,0,26000,0.0366665,79.4441669
1,0,40.5,120,4,1,1,1,3250,0,7800,0.0784667,255.0166734
1,0,57.0833321,280,4,0,2,1,5766.666667,0,14840,0.0636174,366.8602588
1,0,24,134,0,0,0,0,2016.666667,0,24200,0.0468533,94.4875037
1,0,29.25,57,0,0,0,0,2583.333333,0,31000,0.0275194,71.091666
1,0,54.75,146,1,0,0,1,3916.666667,0,27400,0.1342037,525.6309919
1,0,22.5,24,0,0,0,0,1250,0,15000,0.074734,93.4175029
1,0,38.5833321,103,2,0,0,0,3125,0,15833.33301,0.0627114,195.9730173
1,0,64.0833359,144,1,0,0,1,3500,0,28500,0.0902567,315.8983402
0,0,37.3333321,13,2,1,0,1,1500,0,6000,0.0006667, 
1,0,29.166666,28,0,0,0,0,3750,0,45000,0.0038316,14.3683344
1,0,41.75,132,2,0,1,1,1950,0,9466.666992,0.0077278,15.0692435
1,0,26,30,0,0,0,0,2916.666667,0,45000,0.0348324,101.5946393
1,0,21.916666,15,0,1,0,1,1416.666667,0,17000,0.0443582,62.840838
1,0,24.583334,68,3,0,0,0,1666.666667,0,5000,0.1356365,226.0608226
1,0,33.8333321,39,3,0,0,0,2750,0,8250,0.0703197,193.3791675
1,0,25.166666,112,0,0,0,0,1833.333333,0,22000,0.3126882,573.2616484
1,0,21.416666,24,0,0,0,0,2750,0,33000,0.1370376,376.8533319
1,0,38.5833321,43,0,3,0,0,5833.333333,0,70000,0.014227,82.9908337
0,0,36.5833321,54,2,1,3,0,1800,0,15866.66699,0.0002521, 
1,0,34.8333321,24,2,0,0,0,984,0,12936,0.0056689,5.5782315
1,0,28.583334,36,0,0,0,0,2500,0,30000,0.189967,474.9174789
1,0,47.6666679,216,3,0,0,1,4000,0,13250,0.0413696,165.4784828
1,0,20,8,0,0,0,0,1333.333333,0,16000,0.006875,9.1666666
1,0,23.25,7,0,0,0,0,1666.666667,0,20000,0.0711605,118.6008255
1,0,40.3333321,172,3,0,1,1,6833.333333,0,20500,0.0282001,192.7008309
1,0,53,122,0,0,0,1,2916.666667,0,35000,0.0198771,57.975001
1,0,46,50,3,0,0,1,3750,0,11250,0.1900387,712.644998
1,0,34.1666679,135,1,2,0,1,1854.166667,0,13725,0.1304776,241.9272025
1,0,39.25,72,0,1,0,1,5000,0,60000,0.1714812,857.4058115
1,0,25.166666,148,0,0,0,1,1666.666667,0,20000,0.11263,187.7166703
1,0,41.9166679,144,1,0,0,1,4166.666667,0,25000,0.0324276,135.1150063
1,0,38,40,4,1,0,1,5791.666667,0,13900,0.1392024,806.2141649
1,0,32.8333321,147,0,1,0,0,2083.333333,0,25000,0.1573136,327.736667
1,0,40.0833321,51,3,0,1,1,5591.666667,0,16775,0.0791255,442.4433443
1,0,50.8333321,94,0,0,0,1,1825,0,30660,0.0284084,51.8452395
1,0,28.5,20,0,0,0,1,2500,0,30000,0.0710463,177.6158437
1,1,38.9166679,60,0,0,1,1,3816.666667,0,45800,0.1865026,711.8183352
1,0,24.083334,14,1,0,0,1,2500,0,27500,0.0149249,37.3122725
1,0,28.75,120,0,1,1,0,4166.666667,0,50000,0.0967814,403.2558141
1,0,34.25,3,3,0,0,0,2250,0,11285.5,0.0411411,92.5673917
1,1,22.666666,14,1,0,0,0,1125,0,10160,0.1667943,187.6435708
0,0,25.083334,72,2,0,0,0,3166.666667,0,12666.66699,0.0003158, 
1,0,23,180,0,1,2,0,1833.333333,0,22000,0.0548945,100.6399977
1,0,31.166666,36,7,0,1,0,2666.666667,0,4375,0.0476266,127.0041863
1,0,26.333334,123,0,0,0,1,2166.666667,0,26000,0.0338477,73.3366689
1,0,35.5,6,0,0,0,1,5416.666667,0,65000,0.067598,366.1558342
0,0,21.916666,12,0,0,0,0,1250,0,31900,0.0003762, 
1,1,27.916666,40,0,1,1,1,3333.333333,0,40000,0.3943135,1314.378381
1,0,28.583334,94,1,0,0,1,2916.666667,0,17500,0.029636,86.4383314
1,0,22.5,12,0,0,0,0,2666.666667,0,32000,0.0020625,5.5
1,0,28.583334,96,0,0,0,0,2000,0,24000,0.1114562,222.9124904
1,0,23.333334,24,0,0,0,0,1875,0,22500,0.0858107,160.8950039
1,0,50,144,0,0,0,1,2916.666667,0,35000,0.1311937,382.6483712
1,0,24.416666,24,1,1,0,0,3000,0,24000,0.0553552,166.0656296
1,1,27.5,14,2,0,0,1,2250,0,9000,0.0961111,216.2500005
1,0,30,7,1,0,0,0,1916.666667,0,11500,0.5067047,971.1840997
1,0,21,128,0,0,0,0,1583.333333,0,19000,0.1670089,264.430816
1,0,38.4166679,62,2,0,0,1,4000,0,26000,0.0161154,64.4615367
1,0,24.583334,252,0,0,0,1,1386.666667,0,16640,0.0596124,82.6625033
1,1,21.833334,184,1,0,1,1,2300,0,15600,0.3013397,693.0814147
1,0,39.25,29,3,0,0,1,3333.333333,1,11250,0.0223667,74.5555572
1,0,40.25,24,4,0,0,1,4750,0,11400,0.2431882,1155.144174
1,0,33,36,3,0,0,1,2250,0,8000,0.0242675,54.6018756
1,0,41.1666679,24,3,0,2,1,5416.666667,1,16250,0.1024275,554.8158536
1,0,37.8333321,74,2,0,0,1,5416.666667,0,26866.66602,0.0477428,258.6068679
1,0,56.75,39,2,1,2,1,3750,1,25240,0.0066693,25.0099052
1,0,42,4,0,1,0,1,1416.666667,0,48000,0.0144769,20.508906
1,0,33.3333321,34,0,1,0,1,2500,0,30000,0.106261,265.6525001
1,0,47.5833321,120,3,0,0,1,2916.666667,0,13750,0.0108835,31.7434082
1,0,21.083334,240,0,0,0,0,1433.333333,0,17200,0.1417378,203.1574974
1,0,36.1666679,31,3,1,0,1,5250,0,15750,0.0336162,176.4849918
1,0,28.166666,61,1,1,0,0,1666.666667,0,10000,0.051839,86.3983296
1,0,50.6666679,120,3,0,1,1,3250,0,9750,0.045449,147.7091648
0,0,51.6666679,72,0,0,0,0,475,0,49700,0.0002414, 
1,0,19.833334,123,0,0,0,0,2916.5,0,34998,0.2943845,858.5725084
1,0,27.666666,36,1,0,0,0,2500,0,15000,0.020337,50.8425012
1,0,25.333334,12,4,0,0,0,1416.666667,0,3400,0.0272059,38.541667
1,1,19.166666,183,0,0,0,0,1833.333333,0,22000,0.0146364,26.8333337
1,0,27.666666,6,1,0,0,0,1708,0,10248,0.0580474,99.1450019
1,0,30.5,18,1,0,0,0,1916.666667,0,11500,0.0257152,49.2874992
1,0,22.583334,51,0,0,0,1,1416.666667,0,17000,0.1671265,236.7624876
1,0,38.3333321,33,0,1,2,0,3044.916667,0,36539,0.2404067,732.0183433
0,0,31,72,1,3,0,0,2708.333333,0,16250,0.0003692, 
1,0,31.416666,14,0,0,0,0,3083.333333,0,37000,0.0512057,157.8841678
1,0,39.75,36,3,1,0,1,4583.333333,0,13750,0.1280391,586.8458375
1,0,54.0833321,326,1,2,1,1,2333.333333,0,14000,0.0149746,34.9408326
1,0,33.3333321,38,1,0,0,1,8333.25,0,49999.5,0.1109376,924.4708408
1,0,42.3333321,198,0,0,0,1,2416.666667,0,38000,0.0131316,31.7346502
1,0,22.75,18,0,0,0,0,1983.333333,0,23800,0.0977769,193.9241648
0,0,38.75,6,1,0,0,0,3658.333333,0,21950,0.0002733, 
1,0,39.25,4,1,0,0,0,2900,0,17400,0.1179971,342.1916835
1,0,24.583334,56,0,0,1,1,3750,0,45000,0.11633,436.2374917
1,0,32.0833321,40,3,0,0,0,3583.333333,0,10750,0.0909467,325.89249
1,1,21.25,2,0,0,0,0,1541.666667,0,18500,0.4390568,676.8791626
1,0,23.583334,13,0,0,0,0,2166.666667,0,26000,0.0982308,212.8333387
1,0,22.25,12,0,0,0,0,2083.333333,0,25000,0.0441996,92.0825017
1,0,31.25,38,3,1,0,1,5000,0,15000,0.0626808,313.4041652
1,0,25.416666,180,0,0,0,0,2375,0,28500,0.17716,420.7549877
0,0,24,24,0,2,0,0,2333.333333,0,30000,0.0004, 
1,1,24.583334,25,1,0,3,0,1666.666667,0,16000,0.0533353,88.8921879
1,0,30.5,61,0,0,0,0,2000,0,24000,0.0318667,63.7333319
1,0,19.75,41,0,0,0,0,1401.833333,0,16822,0.1806456,253.2350027
1,0,21,16,0,0,0,0,1500,0,18000,0.0536683,80.5025026
1,0,24.416666,2,0,0,0,0,2458.333333,0,29500,0.0172356,42.3708349
1,0,36.6666679,12,0,0,0,1,1916.666667,0,23000,0.0554743,106.3258344
1,1,20.916666,36,1,0,0,0,1250,0,7500,0.0290307,36.2883322
1,0,40.75,6,3,0,0,0,5833.333333,0,17500,0.0645883,376.7650016
1,0,43.4166679,120,3,0,2,1,4166.666667,1,12500,0.0564952,235.3966702
1,0,23.833334,191,0,0,0,0,3466.666667,0,41600,0.0856709,296.9925165
0,0,44.3333321,180,0,2,0,1,2118.333333,0,25420,0.0004721, 
0,0,33,24,0,7,0,0,2916.666667,0,75000,0.00016, 
1,0,43.4166679,240,0,0,0,1,3750,1,47000,0.0962287,360.8577233
0,0,41.6666679,60,3,5,1,1,2916.666667,0,13750,0.0002182, 
1,0,39.0833321,72,0,0,0,1,2500,0,30000,0.048585,121.4625034
1,0,29.583334,25,0,0,1,0,2500,1,30000,0.1269527,317.3816577
1,1,44.1666679,174,2,0,0,1,1469.083333,0,5876.333496,0.0078847,11.5833331
